Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/20/2015 10:05:45,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Ordem DeMolay,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,Espero que me traga boas experiências e que os professores do mesmo me forneçam um bom ensino para que possa me tornar um bom profissional na área que aprecio.,Sistemas da informação,"Sistemas de informação, Engenharia de software.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/20/2015 10:07:30,CANCELADO/DESISTÊNCIA,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,,Muita afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero estar totalmente adequado com o ambiente, fazer novas amizades, obter reconhecimento dos professores, e conseguir passar em todas as cadeiras as quais eu me inscrever.",Sistemas da informação,Sistemas da informação e Quimica,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/20/2015 10:08:21,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,,Boa afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,,,,"Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero que com o tempo eu desenvolva as habilidades necessárias.,Sistemas da informação,Sistemas de Informação e Engenharia Ambiental,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/20/2015 10:08:48,ATIVO,Feminino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Meu ex professor me falou muito sobre o mesmo.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,,Pouquíssima afinidade,Pouquíssima afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.",Gostaria de conseguir um bom emprego.,"conseguir um bom emprego e que me faça sentir bem. Ainda tenho muitas duvidas quanto ao meu futuro, mas espero prosseguir na área e aprofundar meu conhecimentos após o termino do curso.",Sistemas da informação,Sistemas de informação / técnico em edificações,"Problemas Financeiros, Dificuldade de Concentração",,
5/20/2015 10:11:06,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Pouquíssimo conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,Eu espero absorver bastante conhecimento durante o curso e pretendo aprender a desenvolver jogos com o conhecimento adquirido.,Sistemas da informação,Sistemas de informação e Engenharia de Software,"Problemas Financeiros, Dificuldade de Concentração",,
5/20/2015 10:11:10,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de conseguir um bom emprego.,"Espero ter boas experiencias com visões profissionais, bons aprendizados, atividades produtivas e realização de projetos que possam ser implementados no dia a dia.",Sistemas da informação,"Sistemas da Informaçao,  Engenharia de Software","Dificuldade de Transporte, Dificuldade com o aprendizado da matemática",,
5/20/2015 10:12:44,CANCELADO/CANCELAMENTO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Por conta de um mercado de trabalho promissor.,,Boa afinidade,Muita afinidade,Alguma afinidade,Boa afinidade,De 4 a 6 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço muito bem,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero que ele me passe bastante conhecimento na área, pois pretendo ser um bom profissional.",Sistemas da informação,Primeira opçãp: Sistemas de Informação /  Segunda Opção: Design digital,"Dificuldade de Concentração, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/20/2015 10:24:20,ATIVO,Masculino,,Solteiro/a,Não,Acima de 6000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero que seja um curso muito bom e com professores excelentes , pois o curso de SI da UFC é um dos melhores do país , e com muito esforço , conseguir alcançar o certificado.",Sistemas da informação,Sistemas de informação e Redes de Computadores,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/20/2015 10:40:34,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Muita afinidade,Alguma afinidade,Alguma afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero ser um profissional bem sucedido e reconhecido no mercado de trabalho, as expectativas são que com essas conquistas eu possa ter boas condições de vida.",Sistemas da informação,Sistemas de informações e Ciências da computação.,"Problemas Financeiros, Dificuldade de Concentração",,
5/20/2015 17:14:31,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Biclicleta,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)","Se não me engano, do meu patrão, ou foi de um rapaz que trabalha lá na empresa","Sim, na área de tecnologia da informação ou afins.",,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Muito motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Meu Pai e meu Irmão me ajudando( Deus e Jesus)",Gostaria de conseguir um bom emprego.,"Que eu possa aprender mais de programação, mas sei que o curso vai muito além disso.
Na realidade, Engenharia de Software é um curso que estou gostando.",Engenharia de software,Engenharia de Software / Sistemas de Informação,Nenhum dos citados,,
5/20/2015 17:15:12,ATIVO,Masculino,,Solteiro/a,Não,De 4001 até 5000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Não havia na cidade onde moro o curso de meu real interesse.,,Muita afinidade,Muita afinidade,Alguma afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero atender as minhas espectativas. No geral, busquei o curso de Engenharia de Software por ser a área de TI que eu mais me indentifiquei, por isso espero que eu consiga assimilar todo o conhecimento necessário para me tornar um bom profissional.",Engenharia de software,Engenharia de Software - UFG; Engenharia de Software - UFC,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/20/2015 17:17:24,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",No site da universidade.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero ser capaz de ser um desenvolvedor autônomo, com minha própria empresa. Desenvolver aplicativos de qualidade e ser reconhecido pelo que faço.",Engenharia de software,"Engenharia de Software, Sistemas de Informaçao","Problemas Financeiros, Problemas Familiares",,
5/20/2015 17:17:32,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Ordem Demolay,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Esta muito bom, eu já sabia oque o curso se travada e esse e é o curso que quero",Engenharia de software,Engenharia de Software e Sistema da Informação,"Dificuldade de Transporte, Problemas Financeiros",,
5/20/2015 17:17:40,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Ordem Demolay,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Esta muito bom, eu já sabia oque o curso se travada e esse e é o curso que quero",Engenharia de software,Engenharia de Software e Sistema da Informação,"Dificuldade de Transporte, Problemas Financeiros",,
