Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
4/14/2016 15:39:42,ATIVO,Engenharia de computação,Matemática Industrial e Engenharia de Computação,Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Alguma afinidade,Muita afinidade,Muita afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Espero estar um curso proveitoso que, sobretudo, ajude-me a entender as áreas tecnológica que possivelmente irei trabalhar e me dá uma base da matemática superior."
4/14/2016 16:06:18,ATIVO,Engenharia de computação,Redes de Computação,Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,Foi o curso que consegui aprovação com minha nota do ENEM.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família.",nem um,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",E esperou do meu cursos um bom desempenho .Eu espero que eu consiga concluir minha faculdade para obter um emprego bom.
4/15/2016 11:46:21,ATIVO,Ciência da computação,Ciências da computação e Agronomia,Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 4001 até 5000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,Alguma afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.,Dificuldade com o aprendizado de programação,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Ótimas expectativas
4/15/2016 11:49:02,ATIVO,Ciência da computação,Ciência da computação/Engenharia da computação,No site da universidade.,Masculino,Casado/a ou União estável,Não,De 3001 até 4000 reais,Com sua esposa/marido ou companheiro/a,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública e particular,Particular,Ampla concorrência,"Sim, mas NÃO na área de tecnologia da informação ou afins.","Igreja ou grupo religioso., Partido político ou movimento estudantil., ONG ou movimento social., Clube recreativo ou associação esportiva., Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Dificuldade de Transporte,Gostaria de conseguir um bom emprego.,Que me dê oportunidade de inovar na computação.
4/15/2016 11:49:54,ATIVO,Ciência da computação,"Cencia da computaço, sistemas de informaço",Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Problemas Financeiros, Problemas Familiares, Problemas Pessoais","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero concluir o curso da melhor forma possivel, ser uma  profissional reconhecida. Realizar projetos bem sucedidos. Aprender cada vez mais dessa area, que esta sempre mudando."
4/15/2016 11:50:05,ATIVO,Ciência da computação,Engenharia de Computação em Quixadá / Ciência da Computação em Quixadá,Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,De 4001 até 5000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Admissão de graduado,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Muita afinidade,Alguma afinidade,Acima de 6 horas,Muito motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Conheço muito bem,Conheço bem,Verifica-se sempre,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Socialização, Dificuldade de Concentração",Gostaria de contribuir de alguma forma para a humanidade em geral,Espero me tornar uma adulta útil e realizada tanto profissional quanto emocionalmente.
4/15/2016 11:51:14,ATIVO,Redes de computadores,Direito e Histroria,No site da universidade.,Feminino,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Muita afinidade,Muita afinidade,Pouquíssima afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço muito bem,Algum conhecimento,Conheço bem,Conheço muito bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Socialização",Gostaria de conseguir um bom emprego.,Uma bom histórico e uma indicação para o mercado de trabalho e conseguir um trabalho que me satisfaça.
4/15/2016 11:51:28,ATIVO,Ciência da computação,"Ciências da Computação, Design Digital",Escola e cursinhos,Feminino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Transporte, Problemas Financeiros",Gostaria de conseguir um bom emprego.,"Que eu possa aproveitar tudo que o campus tenha a me oferecer, ampliar o conhecimento que eu já tinha sobre TI."
4/15/2016 11:51:30,ATIVO,Ciência da computação,Ciência da computação e Engenharia da computação,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Pouquíssima afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Nunca se verifica,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Dificuldade de Concentração,Gostaria de conseguir um bom emprego.,Espero conseguir completá-lo sem muitos desapontamentos pessoais e que no final eu consiga algum emprego no exterior.
4/15/2016 11:51:47,ATIVO,Ciência da computação,"Ciência da computação, redes de computadores.",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 4 a 6 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Conteudo para abrir portas para o mercado e para realização pessoal.
4/15/2016 11:54:02,ATIVO,Ciência da computação,Ciência da computação e Sistemas da informação,Em sites especializados.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Socialização, Dificuldade de Organizar Horários de Estudos",Gostaria de conseguir um bom emprego.,"Espero concluir o curso nesse campus, e conseguir um bom emprego"
4/15/2016 11:54:10,ATIVO,Ciência da computação,Ciências da computação e Engenharia de software,No site da universidade.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Problemas Pessoais","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Adquirir muito conhecimento
4/15/2016 11:57:19,ATIVO,Ciência da computação,Ciência da Computação (Fortaleza ou Interior),Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade com o aprendizado de programação",Gostaria de prestar um concurso e trabalhar no setor público.,"Espero viver novas experiências, aprimorar o conhecimento já consegui até a idade que tenho quando inicio este curso, tenho como expectativa conseguir um bom emprego ou desenvolver meu próprio negócio em outra cidade ou até outro pais."
4/15/2016 11:58:00,ATIVO,Ciência da computação,"ciências da computação,ciências da computação",Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",Gostaria de ganhar dinheiro com o meu próprio negócio.,"conhecimento,contatos futuros,oportunidades e eu espero ter o necessário  
para por minhas idéias em prática."
